name,shorttype,length,index,type,defaultValue,property_Text,properties_Id
Message_Function_Code,N,1,98,Int,5,,9
Transaction_Type,N,2,99,Int,00,,9
Force_Post_Flag,N,1,101,Int,0,,9
Transaction_Date,N,8,102,Int,20170215,,9
User_Id,A,4,110,String,RODR,,9
Transaction_Sequence_Number,N,5,114,Int,00000,,9
Transaction_Chain_Number,N,2,119,Int,00,,9
Host_Task_Id,A,4,121,String,ST01,,9
BankMaster_Transaction_Type_010,N,2,125,Int,  ,,9
Authorised_Flag,A,1,127,String,0,,9
Filler,A,4,128,String,    ,,9
Directory,A,6,132,String,esiubp,,9
Name_of_File,A,6,138,String,cutax ,,9
Transaction_Type,N,1,144,Int,2,,9
Destination_Mailbox_10,A,1,0,String,b,,10
Destination_Country_Code_10,N,3,1,Int,470,,10
Destination_IMD_Code_10,N,6,4,Int,512345,,10
Destination_Branch_Number_10,N,4,10,Int,0005,,10
Source_Mailbox_10,A,1,14,String,a,,10
Source_Country_Code_10,N,3,15,Int,470,,10
Source_IMD_Code_10,N,6,18,Int,512345,,10
Source_Branch_Number_10,N,4,24,Int,0005,,10
Business_Period_10,N,4,28,Int,0000,,10
Message_Type_20,N,1,32,Int,1,,10
Sequence_Number_10,N,6,33,Int,000000,,10
Time_10,N,6,39,Int,134936,,10
Transaction_Status_10,N,1,45,Int,0,,10
Message_Flags_10,A,1,46,String,@,,10
Reconciliation_Period_10,N,4,47,Int,0000,,10
Reconciliation_Currency_10,N,3,51,Int,000,,10
Reconciliation_Amount_Sign_10,A,1,54,String,0,,10
Reconciliation_Amount_10,N,14,55,Int,00000000000000,,10
Filler_24,A,8,69,String,N,,10
Message_Length_10,N,4,77,Int,1287,,10
Transaction_Definition_Id_10,N,1,81,Int,0,,10
Transaction_Processed_Flag_10,N,1,82,Int,0,,10
BranchPower_Transaction_Reference_Id_10,A,4,83,String,BRFO,,10
Message_Type_21,N,1,87,Int,0,,10
BankMaster_Destination_Branch_Number_20,N,2,88,Int,00,,10
BankMaster_Destination_Branch_Number_21,N,2,90,Int,00,,10
Filler_25,N,1,92,Int,0,,10
Inter_Branching_Flag_10,A,1,93,String,0,,10
Device_Id_10,N,4,94,Int,0000,,10
Message_Function_Code_10,N,1,98,Int,5,,10
Transaction_Type_20,N,2,99,Int,00,,10
Force_Post_Flag_10,N,1,101,Int,0,,10
Transaction_Date_10,N,8,102,Int,20170215,,10
User_Id_10,A,4,110,String,RODR,,10
Transaction_Sequence_Number_10,N,5,114,Int,00000,,10
Transaction_Chain_Number_10,N,2,119,Int,00,,10
Host_Task_Id_10,A,4,121,String,ST01,,10
BankMaster_Transaction_Type_10,A,2,125,String,  ,,10
Authorised_Flag_10,A,1,127,String,0,,10
Filler_26,A,4,128,String,    ,,10
Directory_10,A,6,132,String,esiubp,,10
Name_of_File_10,A,6,138,String,cusbus,,10
Transaction_Type_21,N,1,144,Int,1,,10
Destination_Mailbox,A,1,0,String,b,,11
Destination_Country_Code,N,3,1,Int,470,,11
Destination_IMD_Code,N,6,4,Int,512345,,11
Destination_Branch_Number,N,4,10,Int,0005,,11
Source_Mailbox,A,1,14,String,a,,11
Source_Country_Code,N,3,15,Int,470,,11
Source_IMD_Code,N,6,18,Int,512345,,11
Source_Branch_Number,N,4,24,Int,0019,,11
Business_Period,N,4,28,Int,0000,,11
Message_Type,N,1,32,Int,1,,11
Sequence_Number,N,6,33,Int,000000,,11
Time,N,6,39,Int,135426,,11
Transaction_Status,N,1,45,Int,0,,11
Message_Flags,A,1,46,String,@,,11
Reconciliation_Period,N,4,47,Int,0000,,11
Reconciliation_Currency,N,3,51,Int,000,,11
Reconciliation_Amount_Sign,A,1,54,String,0,,11
Reconciliation_Amount,N,14,55,Int,00000000000000,,11
Filler,N,8,69,Int,N       ,,11
Message_Length,N,4,77,Int,0666,,11
Transaction_Definition_Id,N,1,81,Int,0,,11
Transaction_Processed_Flag,N,1,82,Int,0,,11
BranchPower_Transaction_Reference_Id,A,4,83,String,BRFO,,11
Message_Type,N,1,87,Int,0,,11
BankMaster_Destination_Branch_Number,N,2,88,Int,00,,11
BankMaster_Destination_Branch_Number,N,2,90,Int,00,,11
Filler,N,1,92,Int,0,,11
Inter_Branching_Flag,A,1,93,String,0,,11
Device_Id,N,4,94,Int,0000,,11
Message_Function_Code,N,1,98,Int,5,,11
Transaction_Type,N,2,99,Int,00,,11
Force_Post_Flag,N,1,101,Int,0,,11
Transaction_Date,N,8,102,Int,20170215,,11
User_Id,A,4,110,String,RODR,,11
Transaction_Sequence_Number,N,5,114,Int,00000,,11
Transaction_Chain_Number,N,2,119,Int,00,,11
Host_Task_Id,A,4,121,String,ST01,,11
BankMaster_Transaction_Type_012,N,2,125,Int,  ,,11
Authorised_Flag,A,1,127,String,0,,11
Filler,A,4,128,String,    ,,11
Directory,A,6,132,String,esiubp,,11
Name_of_File,A,6,138,String,cutax ,,11
Transaction_Type,N,1,144,Int,1,,11
Destination_Mailbox_12,A,1,0,String,b,,12
Destination_Country_Code_12,N,3,1,Int,470,,12
Destination_IMD_Code_12,N,6,4,Int,512345,,12
Destination_Branch_Number_12,N,4,10,Int,0005,,12
Source_Mailbox_12,A,1,14,String,a,,12
Source_Country_Code_12,N,3,15,Int,470,,12
Source_IMD_Code_12,N,6,18,Int,512345,,12
Source_Branch_Number_12,N,4,24,Int,0005,,12
Business_Period_12,N,4,28,Int,0000,,12
Message_Type_24,N,1,32,Int,1,,12
Sequence_Number_12,N,6,33,Int,000000,,12
Time_12,N,6,39,Int,151950,,12
Transaction_Status_12,N,1,45,Int,0,,12
Message_Flags_12,A,1,46,String,@,,12
Reconciliation_Period_12,N,4,47,Int,0000,,12
Reconciliation_Currency_12,N,3,51,Int,000,,12
Reconciliation_Amount_Sign_12,A,1,54,String,0,,12
Reconciliation_Amount_12,N,14,55,Int,00000000000000,,12
Filler_29,A,8,69,String,N       ,,12
Message_Length_12,N,4,77,Int,1285,,12
Transaction_Definition_Id_12,N,1,81,Int,0,,12
Transaction_Processed_Flag_12,N,1,82,Int,0,,12
BranchPower_Transaction_Reference_Id_12,A,4,83,String,BRFO,,12
Message_Type_25,N,1,87,Int,0,,12
BankMaster_Destination_Branch_Number_24,N,2,88,Int,00,,12
BankMaster_Destination_Branch_Number_25,N,2,90,Int,00,,12
Filler_30,N,1,92,Int,0,,12
Inter_Branching_Flag_12,A,1,93,String,0,,12
Device_Id_12,N,4,94,Int,0000,,12
Message_Function_Code_12,N,1,98,Int,5,,12
Transaction_Type_24,N,2,99,Int,00,,12
Force_Post_Flag_12,N,1,101,Int,0,,12
Transaction_Date_12,N,8,102,Int,20170213,,12
User_Id_12,A,4,110,String,RODR,,12
Transaction_Sequence_Number_12,N,5,114,Int,00000,,12
Transaction_Chain_Number_12,N,2,119,Int,00,,12
Host_Task_Id_12,A,4,121,String,ST01,,12
BankMaster_Transaction_Type_12,A,2,125,String,  ,,12
Authorised_Flag_12,A,1,127,String,0,,12
Filler_31,A,4,128,String,    ,,12
Directory_12,A,6,132,String,esiubp,,12
Name_of_File_12,A,6,138,String,cusper,,12
Transaction_Type_25,N,1,144,Int,1,,12
Destination_Mailbox,A,1,0,String,b,,13
Destination_Country_Code,N,3,1,Int,470,,13
Destination_IMD_Code,N,6,4,Int,512345,,13
Destination_Branch_Number,N,4,10,Int,0005,,13
Source_Mailbox,A,1,14,String,a,,13
Source_Country_Code,N,3,15,Int,470,,13
Source_IMD_Code,N,6,18,Int,512345,,13
Source_Branch_Number,N,4,24,Int,0019,,13
Business_Period,N,4,28,Int,0000,,13
Message_Type,N,1,32,Int,1,,13
Sequence_Number,N,6,33,Int,000000,,13
Time,N,6,39,Int,152926,,13
Transaction_Status,N,1,45,Int,0,,13
Message_Flags,A,1,46,String,@,,13
Reconciliation_Period,N,4,47,Int,0000,,13
Reconciliation_Currency,N,3,51,Int,000,,13
Reconciliation_Amount_Sign,A,1,54,String,0,,13
Reconciliation_Amount,N,14,55,Int,00000000000000,,13
Filler,N,8,69,Int,N       ,,13
Message_Length,N,4,77,Int,0666,,13
Transaction_Definition_Id,N,1,81,Int,0,,13
Transaction_Processed_Flag,N,1,82,Int,0,,13
BranchPower_Transaction_Reference_Id,A,4,83,String,BRFO,,13
Message_Type,N,1,87,Int,0,,13
BankMaster_Destination_Branch_Number,N,2,88,Int,00,,13
BankMaster_Destination_Branch_Number,N,2,90,Int,00,,13
Filler,N,1,92,Int,0,,13
Inter_Branching_Flag,A,1,93,String,0,,13
Device_Id,N,4,94,Int,0000,,13
Message_Function_Code,N,1,98,Int,5,,13
Transaction_Type,N,2,99,Int,00,,13
Force_Post_Flag,N,1,101,Int,0,,13
Transaction_Date,N,8,102,Int,20170213,,13
User_Id,A,4,110,String,RODR,,13
Transaction_Sequence_Number,N,5,114,Int,00000,,13
Transaction_Chain_Number,N,2,119,Int,00,,13
Host_Task_Id,A,4,121,String,ST01,,13
BankMaster_Transaction_Type_014,N,2,125,Int,  ,,13
Authorised_Flag,A,1,127,String,0,,13
Filler,A,4,128,String,    ,,13
Directory,A,6,132,String,esiubp,,13
Name_of_File,A,6,138,String,cutax ,,13
Transaction_Type,N,1,144,Int,1,,13
Destination_Mailbox_13,A,1,0,String,b,This field identifies the delivery system to the TPS. Transactions generated by BranchPower set this field to a. Other delivery systems can use any value.,14
Destination_Country_Code_13,N,3,1,Int,470,The 3-digit ISO country code of the destination bank. This field is used in conjunction with the Destination Interchange Member and the Destination Branch Number to determine the BankMaster branch number for the destination account.,14
Destination_IMD_Code_13,N,6,4,Int,512345,The 6 -digit IMD of the destination bank.,14
Destination_Branch_Number_13,N,4,10,Int,0005,The destination branch number.,14
Source_Mailbox_13,A,1,14,String,a,This field identifies the type of processing to be carried out on the transaction. The following values are currently in use:,14
Source_Country_Code_13,N,3,15,Int,470,The 3-digit ISO country code of the bank at which the transaction was entered.,14
Source_IMD_Code_13,N,6,18,Int,512345,The 6-digit IMD of the bank at which the transaction was entered.,14
Source_Branch_Number_13,N,4,24,Int,0019,The branch number of the branch at which the transaction was entered.,14
Business_Period_13,N,4,28,Int,0000,Not currently used.,14
Message_Type_26,N,1,32,Int,1,This field should be set to 1 (response message required from the remote server).,14
Sequence_Number_13,N,6,33,Int,000000,Used by the TPS system software.,14
Time_13,N,6,39,Int,153501,The time the transaction was entered. It must be in the format HHMMSS.,14
Transaction_Status_13,N,1,45,Int,0,This field should have a value of 0 to indicate a normal message. It may be intercepted by the TPS CIO module and amended to:,14
Message_Flags_13,A,1,46,String,@,This field should have a value of 40HEX for a normal message.,14
Reconciliation_Period_13,N,4,47,Int,0000,Not currently used.,14
Reconciliation_Currency_13,N,3,51,Int,000,Not currently used.,14
Reconciliation_Amount_Sign_13,A,1,54,String,0,Not currently used.,14
Reconciliation_Amount_13,N,14,55,Int,00000000000000,Not currently used.,14
Filler_32,A,8,69,String,N       ,This field should be set to zeros.,14
Message_Length_13,N,4,77,Int,0320,The length of the full request message (including the request header).,14
Transaction_Definition_Id_13,N,1,81,Int,0,This field works in conjunction with the Inter Branching Flag (displacement 0093) to identify inter-branch transactions.,14
Transaction_Processed_Flag_13,N,1,82,Int,0,This flag can have the following values :,14
BranchPower_Transaction_Reference_Id_13,A,4,83,String,BRFO,This field is set to BRFO to indicate a BranchPower Front Office message. It is not used by the TPS Transaction Processing Modules.,14
Message_Type_27,N,1,87,Int,1,This field is exactly the same as the Message Type field (displacement 0032).,14
BankMaster_Destination_Branch_Number_26,N,2,88,Int,00,This field must be set to zeros. The TPS CIO module maps the source country code, IMD and branch number to a BankMaster branch number and inserts this value into this field.,14
BankMaster_Destination_Branch_Number_27,N,2,90,Int,00,This field must be set to zeros. The TPS CIO maps the destination country code, IMD and branch number to a BankMaster branch number and inserts this value into this field.,14
Filler_33,N,1,92,Int,0,This field should be set to zeros.,14
Inter_Branching_Flag_13,A,1,93,String,0,This flag is used along with the Transaction Definition Id (displacement 0081) to identify inter-branching transactions. This flag can have the following values :,14
Device_Id_13,N,4,94,Int,0000,The device ID from which the transaction originated. This field must be set to zeros where the device id is unknown.,14
Message_Function_Code_13,N,1,98,Int,3,This field determines the type of transaction. It can have the following values :,14
Transaction_Type_26,N,2,99,Int,00,Not currently used.,14
Force_Post_Flag_13,N,1,101,Int,0,This field determines how the transaction should be treated. It can have the following values :,14
Transaction_Date_13,N,8,102,Int,20170222,The date the transaction originated from the front-office application. It must be in the format CCYYMMDD.,14
User_Id_13,A,4,110,String,RODR,The ID of the user who entered the transaction. The TPS uses the first three characters of this field along with the Transaction Sequence Number and Transaction Chain Number to generate a unique transaction reference for the transaction within TPS and Ban,14
Transaction_Sequence_Number_13,N,5,114,Int,00000,Each transaction must be assigned a unique transaction sequence number. However, each transaction within a chained series of BranchPower transactions must have the same sequence number. The Transaction Chain Number for each transaction in the chain must b,14
Transaction_Chain_Number_13,N,2,119,Int,00,Each transaction within a chain must be assigned a unique chain number. For transactions that are not part of a chain, this field must be set to 01.,14
Host_Task_Id_13,A,4,121,String,ST01,This field specifies which TPM should process the transaction. For a full list of valid codes, see the Introduction to this document.,14
BankMaster_Transaction_Type_13,A,2,125,String,  ,The BankMaster transaction type to be used for this transaction. It must exist on the BankMaster Control file. This field is used only for financial messages and on all other messages it should be set to 00.,14
Authorised_Flag_13,A,1,127,String,0,This field must be initialised to 0.,14
Directory_13,A,6,128,String,esiubp,The easidata directory name,14
Name_of_File_13,A,6,134,String,glenq0,The easidata parameter file name,14
Transaction_Type_27,N,1,140,Int,3,1- insert , 2 – Amend, 3 - Inquiry,14
No_of_Fields_9,N,2,141,Int,07,Total number of fields in parameter file,14
Dsp_of_ACCOUNT NO_1,N,8,143,Int,01130021,01 – Field  number in parameter file,14
Filler     _318,A,3,151,String,   ,Filler,14
ACCOUNT NO_1,A,13,154,String,01170504637  ,Value for field,14
Dsp_of_FILLER _1,N,8,167,Int,02070034,,14
Filler     _319,A,3,175,String,   ,Filler,14
FILLER _1,A,7,178,String,       ,Value for field,14
Dsp_of_A/C DESCR _1,N,8,185,Int,03300047,,14
Filler     _320,A,3,193,String,   ,Filler,14
A/C DESCR _1,A,30,196,String,                              ,Value for field,14
Dsp_of_BOOK   BALC_1,N,8,226,Int,04110089,,14
Filler     _321,A,3,234,String,   ,Filler,14
BOOK   BALC_1,S,11,237,Int,00000000000,Value for field,14
Dsp_of_CLEAR  BALC_1,N,8,248,Int,05110105,,14
Filler     _322,A,3,256,String,   ,Filler,14
CLEAR  BALC_1,S,11,259,Int,00000000000,Value for field,14
Dsp_of_REPORT BALC_1,N,8,270,Int,06150133,,14
Filler     _323,A,3,278,String,   ,Filler,14
REPORT BALC_1,S,15,281,Int,000000000000000,Value for field,14
Dsp_of_LIMIT  _1,N,8,296,Int,07130410,,14
Filler     _324,A,3,304,String,   ,Filler,14
LIMIT  _1,S,13,307,Int,0000000000000,Value for field,14
Destination_Mailbox,A,1,0,String,b,,15
Destination_Country_Code,N,3,1,Int,470,,15
Destination_IMD_Code,N,6,4,Int,512345,,15
Destination_Branch_Number,N,4,10,Int,0005,,15
Source_Mailbox,A,1,14,String,a,,15
Source_Country_Code,N,3,15,Int,470,,15
Source_IMD_Code,N,6,18,Int,512345,,15
Source_Branch_Number,N,4,24,Int,0019,,15
Business_Period,N,4,28,Int,0000,,15
Message_Type,N,1,32,Int,1,,15
Sequence_Number,N,6,33,Int,000000,,15
Time,N,6,39,Int,153501,,15
Transaction_Status,N,1,45,Int,0,,15
Message_Flags,A,1,46,String,@,,15
Reconciliation_Period,N,4,47,Int,0000,,15
Reconciliation_Currency,N,3,51,Int,000,,15
Reconciliation_Amount_Sign,A,1,54,String,0,,15
Reconciliation_Amount,N,14,55,Int,00000000000000,,15
Filler,N,8,69,Int,N,,15
Message_Length,N,4,77,Int,0320,,15
Transaction_Definition_Id,N,1,81,Int,0,,15
Transaction_Processed_Flag,N,1,82,Int,0,,15
BranchPower_Transaction_Reference_Id,A,4,83,String,BRFO,,15
Message_Type,N,1,87,Int,0,,15
BankMaster_Destination_Branch_Number,N,2,88,Int,00,,15
BankMaster_Destination_Branch_Number,N,2,90,Int,00,,15
Filler,N,1,92,Int,0,,15
Inter_Branching_Flag,A,1,93,String,0,,15
Device_Id,N,4,94,Int,0000,,15
Message_Function_Code,N,1,98,Int,3,,15
Transaction_Type,N,2,99,Int,00,,15
Force_Post_Flag,N,1,101,Int,0,,15
Transaction_Date,N,8,102,Int,20170222,,15
User_Id,A,4,110,String,RODR,,15
Transaction_Sequence_Number,N,5,114,Int,00000,,15
Transaction_Chain_Number,N,2,119,Int,00,,15
Host_Task_Id,A,4,121,String,ST01,,15
BankMaster_Transaction_Type_015,N,2,125,Int,  ,,15
Authorised_Flag,A,1,127,String,0,,15
Filler,A,4,128,String,    ,,15
Directory,A,6,132,String,esiubp,,15
Name_of_File,A,6,138,String,glenq0,,15
Transaction_Type,N,1,144,Int,3,,15
No_of_Fields,N,2,145,Int,07,,15
Dsp_of_ACCOUNT NO,N,8,147,Int,01130021,,15
Filler     ,A,3,155,String,   ,,15
ACCOUNT NO,A,13,158,String,01170504637  ,,15
Dsp_of_FILLER ,N,8,171,Int,02070034,,15
Filler     ,A,3,179,String,   ,,15
FILLER ,A,7,182,String,       ,,15
Dsp_of_A/C DESCR ,N,8,189,Int,03300047,,15
Filler     ,A,3,197,String,   ,,15
A/C DESCR ,A,30,200,String,CHEQUE ACC:WHOLESALE & RETAIL ,,15
Dsp_of_BOOK   BALC,N,8,230,Int,04110089,,15
Filler     ,A,3,238,String,EUR,,15
BOOK   BALC,S,11,241,Int,-0073539109,,15
Dsp_of_CLEAR  BALC,N,8,252,Int,05110105,,15
Filler     ,A,3,260,String,EUR,,15
CLEAR  BALC,S,11,263,Int,-0074243753,,15
Dsp_of_REPORT BALC,N,8,274,Int,06150133,,15
Filler     ,A,3,282,String,EUR,,15
REPORT BALC,S,15,285,Int,-00000074489090,,15
Dsp_of_LIMIT  ,N,8,300,Int,07130410,,15
Filler     ,A,3,308,String,   ,,15
LIMIT  ,S,13,311,Int,-000000813300,,15
Destination_Mailbox_14,A,1,0,String,b,This field identifies the delivery system to the TPS. Transactions generated by BranchPower set this field to a. Other delivery systems can use any value.,16
Destination_Country_Code_14,N,3,1,Int,470,The 3-digit ISO country code of the destination bank. This field is used in conjunction with the Destination Interchange Member and the Destination Branch Number to determine the BankMaster branch number for the destination account.,16
Destination_IMD_Code_14,N,6,4,Int,512345,The 6 -digit IMD of the destination bank.,16
Destination_Branch_Number_14,N,4,10,Int,0005,The destination branch number.,16
Source_Mailbox_14,A,1,14,String,a,This field identifies the type of processing to be carried out on the transaction. The following values are currently in use:,16
Source_Country_Code_14,N,3,15,Int,470,The 3-digit ISO country code of the bank at which the transaction was entered.,16
Source_IMD_Code_14,N,6,18,Int,512345,The 6-digit IMD of the bank at which the transaction was entered.,16
Source_Branch_Number_14,N,4,24,Int,0019,The branch number of the branch at which the transaction was entered.,16
Business_Period_14,N,4,28,Int,0000,Not currently used.,16
Message_Type_28,N,1,32,Int,1,This field should be set to 1 (response message required from the remote server).,16
Sequence_Number_14,N,6,33,Int,000000,Used by the TPS system software.,16
Time_14,N,6,39,Int,154257,The time the transaction was entered. It must be in the format HHMMSS.,16
Transaction_Status_14,N,1,45,Int,0,This field should have a value of 0 to indicate a normal message. It may be intercepted by the TPS CIO module and amended to:,16
Message_Flags_14,A,1,46,String,@,This field should have a value of 40HEX for a normal message.,16
Reconciliation_Period_14,N,4,47,Int,0000,Not currently used.,16
Reconciliation_Currency_14,N,3,51,Int,000,Not currently used.,16
Reconciliation_Amount_Sign_14,A,1,54,String,0,Not currently used.,16
Reconciliation_Amount_14,N,14,55,Int,00000000000000,Not currently used.,16
Filler_34,A,8,69,String,N       ,This field should be set to zeros.,16
Message_Length_14,N,4,77,Int,1252,The length of the full request message (including the request header).,16
Transaction_Definition_Id_14,N,1,81,Int,0,This field works in conjunction with the Inter Branching Flag (displacement 0093) to identify inter-branch transactions.,16
Transaction_Processed_Flag_14,N,1,82,Int,0,This flag can have the following values :,16
BranchPower_Transaction_Reference_Id_14,A,4,83,String,BRFO,This field is set to BRFO to indicate a BranchPower Front Office message. It is not used by the TPS Transaction Processing Modules.,16
Message_Type_29,N,1,87,Int,1,This field is exactly the same as the Message Type field (displacement 0032).,16
BankMaster_Destination_Branch_Number_28,N,2,88,Int,00,This field must be set to zeros. The TPS CIO module maps the source country code, IMD and branch number to a BankMaster branch number and inserts this value into this field.,16
BankMaster_Destination_Branch_Number_29,N,2,90,Int,00,This field must be set to zeros. The TPS CIO maps the destination country code, IMD and branch number to a BankMaster branch number and inserts this value into this field.,16
